,train_size,test_size,cross_split_overlap
bace_scaffold_0,1210,303,0.1717474139663727
bace_scaffold_1,1210,303,0.1717474139663727
bace_scaffold_2,1210,303,0.1717474139663727
bace_scaffold_3,1210,303,0.1717474139663727
bace_scaffold_4,1210,303,0.17174741396637275
