,train_size,test_size,cross_split_overlap
delaney_scaffold_0,884,222,0.0736301305326803
delaney_scaffold_1,884,222,0.0736301305326803
delaney_scaffold_2,884,222,0.0736301305326803
delaney_scaffold_3,884,222,0.0736301305326803
delaney_scaffold_4,884,222,0.07363013053268035
