,train_size,test_size,cross_split_overlap
tox21_scaffold_0,6258,1565,0.0849848202799436
tox21_scaffold_1,6258,1565,0.0849848202799436
tox21_scaffold_2,6258,1565,0.0849848202799436
tox21_scaffold_3,6258,1565,0.0849848202799436
tox21_scaffold_4,6258,1565,0.08498482027994367
