index,train_size,val_size,test_size,cross_split_overlap
tox21_random_0,5476,782,1565,0.08719060155477044
tox21_random_1,5476,782,1565,0.08768623261550908
tox21_random_2,5476,782,1565,0.08779061253138584
tox21_random_3,5476,782,1565,0.08744608645394486
tox21_random_4,5476,782,1565,0.08704350597435903
