index,train_size,val_size,test_size,cross_split_overlap
clintox_random_0,1008,144,288,0.09736391935767315
clintox_random_1,1008,144,288,0.09690691252627252
clintox_random_2,1008,144,288,0.09663534693628999
clintox_random_3,1008,144,288,0.09628829961650925
clintox_random_4,1008,144,288,0.0952199030455521
