index,train_size,val_size,test_size,cross_split_overlap
sider_random_0,999,142,286,0.09857376264255065
sider_random_1,999,142,286,0.09714568940800401
sider_random_2,999,142,286,0.0959474631463715
sider_random_3,999,142,286,0.09681030943499935
sider_random_4,999,142,286,0.09799847654400312
