index,train_size,val_size,test_size,cross_split_overlap
lipo_random_0,2940,420,840,0.1300381586013645
lipo_random_1,2940,420,840,0.1299544737657028
lipo_random_2,2940,420,840,0.12943569139250855
lipo_random_3,2940,420,840,0.13051156871707445
lipo_random_4,2940,420,840,0.12966779095685463
