index,train_size,val_size,test_size,cross_split_overlap
freesolv_random_0,449,64,129,0.08005573042254772
freesolv_random_1,449,64,129,0.079312740850431
freesolv_random_2,449,64,129,0.0797228953032815
freesolv_random_3,449,64,129,0.07925689010532164
freesolv_random_4,449,64,129,0.07770256086864363
