index,train_size,val_size,test_size,cross_split_overlap
bace_random_0,1059,151,303,0.17444665498493445
bace_random_1,1059,151,303,0.17547781466508658
bace_random_2,1059,151,303,0.17778735878587146
bace_random_3,1059,151,303,0.17544125560688523
bace_random_4,1059,151,303,0.1772780229151887
