index,train_size,val_size,test_size,cross_split_overlap
delaney_random_0,774,110,222,0.08258824414427608
delaney_random_1,774,110,222,0.08275461004715155
delaney_random_2,774,110,222,0.08125510976214606
delaney_random_3,774,110,222,0.08154367919415884
delaney_random_4,774,110,222,0.08252483449365265
