,train_size,test_size,cross_split_overlap
hiv_scaffold_0,32896,8224,0.0999988453507601
hiv_scaffold_1,32896,8224,0.0999988453507601
hiv_scaffold_2,32896,8224,0.0999988453507601
hiv_scaffold_3,32896,8224,0.0999988453507601
hiv_scaffold_4,32896,8224,0.09999884535076017
