train_loss,train_loss_step,val/mse,val_loss,train_loss_epoch,epoch,step,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/train_loop_config/warmup_epochs,config/train_loop_config/ffn_num_layers,config/train_loop_config/depth,config/train_loop_config/ffn_hidden_dim,config/train_loop_config/batch_size,config/train_loop_config/dropout,config/train_loop_config/init_lr_ratio,config/train_loop_config/final_lr_ratio,config/train_loop_config/max_lr,config/train_loop_config/message_hidden_dim,logdir
4.274508683010936e-05,6.585205846931785e-05,0.054259367287158966,0.054259367287158966,4.274508683010936e-05,199,3200,1768356035,checkpoint_000199,True,False,200,5204a7d0,2026-01-14_02-00-35,8.348225116729736,1407.5070497989655,803646,gypsum-gpu181,10.100.31.81,1407.5070497989655,200,11,1,3,2100,32,0.0,0.037751703726812434,0.06820138495896282,0.005170171187308108,1800,5204a7d0
0.011061240918934345,0.011905958876013756,0.05512981116771698,0.05512981116771698,0.011061240918934345,199,400,1768355132,checkpoint_000199,True,False,200,a1de0102,2026-01-14_01-45-32,1.9831171035766602,480.6282374858856,804941,gypsum-gpu181,10.100.31.81,480.6282374858856,200,93,1,3,600,256,0.15000000000000002,0.8406081742227066,0.06607336324355786,0.005595669736458433,500,a1de0102
0.0037456871941685677,0.003758433973416686,0.06021362915635109,0.06021363288164139,0.0037456871941685677,199,800,1768356930,checkpoint_000199,True,False,200,d18564de,2026-01-14_02-15-31,12.720832347869873,1767.6542663574219,833096,gypsum-gpu181,10.100.31.81,1767.6542663574219,200,58,1,5,1500,128,0.2,0.03899161745429787,0.48233077314690415,0.000889685203838667,2000,d18564de
0.004286965820938349,0.00322165060788393,0.054090194404125214,0.054090194404125214,0.004286965820938349,108,872,1768356963,checkpoint_000108,True,False,109,eee85770,2026-01-14_02-16-03,4.220747709274292,898.637172460556,855947,gypsum-gpu181,10.100.31.81,898.637172460556,109,7,1,5,900,64,0.15000000000000002,0.02376605132997447,0.020617943933616777,0.0021177681384471334,1900,eee85770
0.6913824677467346,0.7130638360977173,0.5258324146270752,0.5258324146270752,0.6913824677467346,8,18,1768357071,checkpoint_000008,True,False,9,7e3d544b,2026-01-14_02-17-52,11.92497181892395,116.41773557662964,875269,gypsum-gpu181,10.100.31.81,116.41773557662964,9,41,2,3,1800,256,0.35000000000000003,0.7551338232782624,0.010229952030915476,0.0002843031285297491,2200,7e3d544b
0.006981612648814917,0.005556188058108091,0.04315514862537384,0.04315514862537384,0.006981612648814917,68,2208,1768357540,checkpoint_000068,True,False,69,efadfd3b,2026-01-14_02-25-41,4.90647029876709,552.6631052494049,876203,gypsum-gpu181,10.100.31.81,552.6631052494049,69,59,2,5,2300,16,0.0,0.04525293981105903,0.6563220156038582,0.0006255037625662616,900,efadfd3b
0.03081861138343811,0.03692461550235748,0.05724412575364113,0.05724412575364113,0.03081861138343811,62,504,1768357508,checkpoint_000062,True,False,63,786a069e,2026-01-14_02-25-08,5.308542490005493,395.84320044517517,878714,gypsum-gpu181,10.100.31.81,395.84320044517517,63,87,2,3,1800,64,0.0,0.06518109753209103,0.010506319435427817,0.0004432156382339275,800,786a069e
0.01137252151966095,0.007149457931518555,0.053343113511800766,0.053343113511800766,0.01137252151966095,199,1600,1768358550,checkpoint_000199,True,False,200,47073c0f,2026-01-14_02-42-30,4.912114381790161,1010.6131739616394,892280,gypsum-gpu181,10.100.31.81,1010.6131739616394,200,84,2,3,1300,64,0.0,0.15721355409273213,0.11501378139544864,0.00014844209921492194,800,47073c0f
0.005212073680013418,0.005381596274673939,0.05809690058231354,0.05809689685702324,0.005212073680013418,199,800,1768359377,checkpoint_000199,True,False,200,03c06be9,2026-01-14_02-56-17,8.008372783660889,1805.3911499977112,893380,gypsum-gpu181,10.100.31.81,1805.3911499977112,200,19,1,6,2200,128,0.2,0.17223313498593049,0.8884460682405527,0.000719155282459956,2000,03c06be9
0.009548919275403023,0.008621308021247387,0.056105952709913254,0.056105948984622955,0.009548919275403023,199,400,1768359490,checkpoint_000199,True,False,200,c61f4523,2026-01-14_02-58-10,2.6698241233825684,908.0344846248627,923178,gypsum-gpu181,10.100.31.81,908.0344846248627,200,69,1,4,1300,256,0.4,0.5420693592244334,0.11680412247306278,0.003110335963210184,1100,c61f4523
