,train_size,test_size,cross_split_overlap
bbbp_umap_0,1490,475,0.1126849189170906
bbbp_umap_1,1639,326,0.1115710730476486
bbbp_umap_2,1562,403,0.1157769624499949
bbbp_umap_3,1570,395,0.1165023868913141
bbbp_umap_4,1650,315,0.1131634654473229
