,train_size,test_size,cross_split_overlap
bbbp_umap_0,1609,356,0.110965549801321
bbbp_umap_1,1422,543,0.1095488661964442
bbbp_umap_2,1629,336,0.1140556604799693
bbbp_umap_3,1734,231,0.1165993654879614
bbbp_umap_4,1641,324,0.11120144964252741
