,test/rmse,test/mae,test/r2
freesolv_umap_2,3.107933759689331,2.3739054203033447,0.6038709878921509
freesolv_umap_3,1.7704315185546875,1.420488715171814,0.7965612411499023
freesolv_umap_4,2.1796715259552,1.742929458618164,0.4413403272628784
