,test/rmse,test/mae,test/r2
lipo_umap_2,0.7443216443061829,0.5991329550743103,0.5705695152282715
lipo_umap_3,0.7494906783103943,0.5791687369346619,0.2951997518539428
lipo_umap_4,0.7353057265281677,0.5993310213088989,0.40392929315567017
