,test/roc,test/f1,test/accuracy,test/prc
sider_umap_0,0.8171069622039795,0.8051891326904297,0.755774199962616,0.8318318128585815
sider_umap_1,0.8229328393936157,0.80815589427948,0.7649809122085571,0.8424670696258545
sider_umap_2,0.8099346160888672,0.7918455004692078,0.7415400743484497,0.8159439563751221
sider_umap_3,0.8381326198577881,0.8273244500160217,0.7846408486366272,0.8735249042510986
sider_umap_4,0.8153525590896606,0.8104779124259949,0.7583215832710266,0.8469810485839844
