,test/rmse,test/mae,test/r2
delaney_umap_0,0.9720703959465028,0.7658219933509827,0.7920805215835571
delaney_umap_1,0.8537980914115906,0.6484892964363098,0.8286108374595642
delaney_umap_2,0.9102792143821716,0.7063503861427307,0.7982271313667297
delaney_umap_3,1.0090185403823853,0.7900060415267944,0.7535290718078613
delaney_umap_4,1.0292282104492188,0.796062707901001,0.7507420778274536
