,test/roc,test/f1,test/accuracy,test/prc
bbbp_umap_0,0.9387266039848328,0.9325793981552124,0.8959731459617615,0.9752602577209472
bbbp_umap_1,0.9127137660980223,0.9082792401313782,0.8621110320091248,0.9574013948440552
bbbp_umap_2,0.9450189471244812,0.9338983297348022,0.9001280665397644,0.9794605374336244
bbbp_umap_3,0.952671468257904,0.939393937587738,0.9082802534103394,0.9829877018928528
bbbp_umap_4,0.9238150119781494,0.9152542352676392,0.8757575750350952,0.965166449546814
