,test/roc,test/f1,test/accuracy,test/prc
clintox_umap_0,0.9870136976242064,0.9462460875511168,0.9458855390548706,0.988112449645996
clintox_umap_1,0.9913932085037231,0.9536997079849244,0.9533972144126892,0.9920740127563475
clintox_umap_2,0.986632227897644,0.9434436559677124,0.94308602809906,0.9874308705329896
clintox_umap_3,0.9866174459457396,0.9438886642456056,0.9435201287269592,0.9874532222747804
clintox_umap_4,0.9864941835403442,0.9463459849357605,0.9459962844848633,0.9875651597976685
