,test/roc,test/f1,test/accuracy,test/prc
sider_umap_0,0.8279901742935181,0.8077501654624939,0.7625272274017334,0.8490803241729736
sider_umap_1,0.83160400390625,0.8064455389976501,0.7641273736953735,0.8506578803062439
sider_umap_2,0.8338086605072021,0.813197135925293,0.7689456343650818,0.8563394546508789
sider_umap_3,0.8259855508804321,0.7991756200790405,0.7570317387580872,0.8409742712974548
sider_umap_4,0.8318552374839783,0.8078299760818481,0.7637097239494324,0.8493829369544983
