,train_size,test_size,cross_split_overlap
lipo_scaffold_0,3360,840,0.1280050888398518
lipo_scaffold_1,3360,840,0.1280050888398518
lipo_scaffold_2,3360,840,0.1280050888398518
lipo_scaffold_3,3360,840,0.1280050888398518
lipo_scaffold_4,3360,840,0.1280050888398518
