train_loss,train_loss_step,val/mse,val_loss,train_loss_epoch,epoch,step,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/train_loop_config/init_lr_ratio,config/train_loop_config/dropout,config/train_loop_config/max_lr,config/train_loop_config/warmup_epochs,config/train_loop_config/ffn_hidden_dim,config/train_loop_config/batch_size,config/train_loop_config/depth,config/train_loop_config/ffn_num_layers,config/train_loop_config/final_lr_ratio,config/train_loop_config/message_hidden_dim,logdir
0.13819055259227753,0.10085959732532501,0.2131451964378357,0.2131451964378357,0.13819055259227753,132,1862,1763193563,checkpoint_000132,True,False,133,63669545,2025-11-15_07-59-23,15.70276165008545,1723.4982430934906,1314340,gypsum-gpu162,10.100.31.62,1723.4982430934906,133,0.031202977852662125,0.15000000000000002,0.00017497210190879314,86,1700,256,2,2,0.014773803572345931,2100,63669545
0.01222260482609272,0.01082729734480381,0.1913774460554123,0.1913774460554123,0.01222260482609272,199,5400,1763195358,checkpoint_000199,True,False,200,72fed94d,2025-11-15_08-29-19,6.996660232543945,1728.9796922206879,1342421,gypsum-gpu162,10.100.31.62,1728.9796922206879,200,0.012762550760513166,0.0,0.00030830623681664057,93,1300,128,3,2,0.01122956502079876,1900,72fed94d
0.00019277683168184012,7.051150896586478e-05,0.22440673410892487,0.22440673410892487,0.00019277683168184012,134,3645,1763195423,checkpoint_000134,True,False,135,b9963dcd,2025-11-15_08-30-23,4.924633979797363,890.7913565635681,1362308,gypsum-gpu162,10.100.31.62,890.7913565635681,135,0.014344961501402383,0.0,0.00481176342405285,40,1900,128,5,1,0.03215661638711868,1400,b9963dcd
0.4421185553073883,0.2954868674278259,0.42534804344177246,0.42534804344177246,0.4421185553073883,42,1161,1763195738,checkpoint_000042,True,False,43,7094c50f,2025-11-15_08-35-39,12.40619707107544,338.3424038887024,1392659,gypsum-gpu162,10.100.31.62,338.3424038887024,43,0.010319641073669977,0.0,0.00011381583294454103,86,1300,128,3,1,0.021920084786728584,1900,7094c50f
0.11783666163682938,0.1331474483013153,0.1958465576171875,0.1958465576171875,0.11783666163682938,52,2809,1763195790,checkpoint_000052,True,False,53,77b1b264,2025-11-15_08-36-30,4.707474708557129,329.20014095306396,1394391,gypsum-gpu162,10.100.31.62,329.20014095306396,53,0.019050778553260053,0.35000000000000003,0.003344572450672105,14,1700,64,6,2,0.03306437356352013,500,77b1b264
0.008039594627916813,0.014161200262606144,0.1898638755083084,0.1898638755083084,0.008039594627916813,199,2800,1763197387,checkpoint_000199,True,False,200,9d123194,2025-11-15_09-03-07,10.435332536697388,1601.9846329689026,1406153,gypsum-gpu162,10.100.31.62,1601.9846329689026,200,0.04638783223350383,0.05,0.0010573376044838163,58,1500,256,4,1,0.08376915722137084,1800,9d123194
0.19445201754570007,0.21021713316440582,0.28532251715660095,0.28532251715660095,0.19445201754570007,199,5400,1763196706,checkpoint_000199,True,False,200,dc3b9faf,2025-11-15_08-51-46,4.250071287155151,879.2583448886871,1407868,gypsum-gpu162,10.100.31.62,879.2583448886871,200,0.3228620953211295,0.15000000000000002,0.0001064067843405875,83,1900,128,6,1,0.043294677319195445,600,dc3b9faf
0.045095331966876984,0.04610293731093407,0.19648341834545135,0.19648341834545135,0.045095331966876984,199,21000,1763198914,checkpoint_000199,True,False,200,556a8477,2025-11-15_09-28-35,9.336669445037842,2154.406896829605,1448109,gypsum-gpu162,10.100.31.62,2154.406896829605,200,0.06955614783386216,0.2,0.005257680697842348,16,1200,32,5,2,0.14478575048472495,1900,556a8477
0.12555576860904694,0.22183409333229065,0.18990668654441833,0.18990668654441833,0.12555576860904694,138,29190,1763198977,checkpoint_000138,True,False,139,8066a557,2025-11-15_09-29-37,11.284237623214722,1545.9057431221008,1465277,gypsum-gpu162,10.100.31.62,1545.9057431221008,139,0.031148688982649612,0.2,0.006135938496120416,86,1200,16,4,2,0.03284708391112031,1400,8066a557
0.084511399269104,0.08767560124397278,0.2488444596529007,0.2488444596529007,0.084511399269104,26,5670,1763199296,checkpoint_000026,True,False,27,6e3faa3c,2025-11-15_09-34-56,11.608390092849731,333.451345205307,1509048,gypsum-gpu162,10.100.31.62,333.451345205307,27,0.5119375009287981,0.0,0.004011120384804886,79,1400,16,6,1,0.37712409393715385,1600,6e3faa3c
