,train_size,test_size,cross_split_overlap
delaney_umap_0,885,221,0.0768659666941885
delaney_umap_1,879,227,0.0528841855535773
delaney_umap_2,885,221,0.0781609418285768
delaney_umap_3,885,221,0.0574747131125599
delaney_umap_4,852,254,0.07313394015081194
