,train_size,test_size,cross_split_overlap
bbbp_random_0,1572,393,0.113295907636826
bbbp_random_1,1572,393,0.1136330860097839
bbbp_random_2,1572,393,0.1121158801133105
bbbp_random_3,1572,393,0.1114795576941496
bbbp_random_4,1572,393,0.1114740464113359
bbbp_random_0,1572,393,0.113295907636826
bbbp_random_1,1572,393,0.1136330860097839
bbbp_random_2,1572,393,0.1121158801133105
bbbp_random_3,1572,393,0.1114795576941496
bbbp_random_4,1572,393,0.11147404641133594
