,test/rmse,test/mae,test/r2
freesolv_scaffold_0,3.014183521270752,2.264693260192871,0.6392773389816284
freesolv_scaffold_1,2.854745388031006,2.1685712337493896,0.6764296889305115
freesolv_scaffold_2,2.839470863342285,2.181612491607666,0.6795781850814819
freesolv_scaffold_3,3.0364766120910645,2.2551465034484863,0.6340779066085815
freesolv_scaffold_4,2.7774271965026855,2.143754243850708,0.6931918859481812
