,test/rmse,test/mae,test/r2
delaney_scaffold_0,1.5611040592193604,1.1257224082946775,0.4256197214126587
delaney_scaffold_1,1.5453126430511477,1.1509482860565186,0.4371809363365173
delaney_scaffold_2,1.437402367591858,1.1075479984283447,0.5130405426025391
delaney_scaffold_3,1.485140085220337,1.0997393131256104,0.4801585674285888
delaney_scaffold_4,1.5527230501174927,1.1422291994094849,0.4317701458930969
