,test/roc,test/f1,test/accuracy,test/prc
bace_scaffold_0,0.6930028796195984,0.5512367486953735,0.5808581113815308,0.7082120180130005
bace_scaffold_1,0.681281328201294,0.5454545617103577,0.5709571242332458,0.7209882736206055
bace_scaffold_2,0.6974319815635681,0.5519713163375854,0.5874587297439575,0.7217296361923218
bace_scaffold_3,0.6975662112236023,0.6153846383094788,0.6204620599746704,0.7212660312652588
bace_scaffold_4,0.6954187154769897,0.5874125957489014,0.6105610728263855,0.7168177366256714
