,test/rmse,test/mae,test/r2
lipo_scaffold_0,0.8146087527275085,0.6336079835891724,0.5111232995986938
lipo_scaffold_1,0.7938909530639648,0.6208263039588928,0.5356743335723877
lipo_scaffold_2,0.7968990802764893,0.6159100532531738,0.532148540019989
lipo_scaffold_3,0.7923833131790161,0.6199538707733154,0.5374364852905273
lipo_scaffold_4,0.7944429516792297,0.6219428181648254,0.5350282192230225
