AUC,Size,Ensemble 1,Ensemble 2,Ensemble 3,Ensemble 4,Ensemble 5
clintox_umap_1,"[1031, 147, 262]",0.96219003200531,0.934751033782959,0.938758134841919,0.963056921958923,0.935711443424224
clintox_umap_2,"[985, 140, 315]",0.833924412727356,0.842769145965576,0.794254183769226,0.797456204891204,0.83154273033142
clintox_umap_3,"[991, 140, 309]",0.879904747009277,0.883557796478271,0.918319106101989,0.911306083202362,0.914204835891723
clintox_umap_4,"[1002, 143, 295]",0.836342096328735,0.82128232717514,0.815161943435669,0.838158965110778,0.812083899974823
clintox_umap_5,"[1021, 146, 273]",0.865389347076416,0.731508493423461,0.803986072540283,0.783360242843627,0.796277046203613
