,mean,std
delaney_random,1.0596842885017397,0.0779836425927145
delaney_scaffold,1.516336441040039,0.0533187251538937
delaney_umap,1.6128413677215576,0.3637870764821299
freesolv_random,1.9034804105758667,0.0814561056797093
freesolv_scaffold,2.9044607162475584,0.1143460763172711
freesolv_umap,2.3526789347330728,0.6853296534362672
lipo_random,0.7282655835151672,0.0228308669741068
lipo_scaffold,0.7984450101852417,0.0091809116023429
lipo_umap,0.7430393497149149,0.0071788873671425795
