,SPECTRA_parameter,train_size,test_size,cross_split_overlap,test/roc,test/f1,test/accuracy,test/prc
clintox_spectra_tanimoto_0.00_0,0.0,1153,289,0.0983342671821437,0.9864672422409058,0.9431034326553344,0.9427083134651184,0.987289309501648
clintox_spectra_tanimoto_0.00_1,0.0,1153,289,0.0969307362082373,0.9866563081741332,0.9396551847457886,0.9392361044883728,0.9875071048736572
clintox_spectra_tanimoto_0.00_2,0.0,1153,289,0.0946755275942486,0.9849700331687928,0.9383886456489564,0.9379340410232544,0.9858883619308472
clintox_spectra_tanimoto_0.05_0,0.05,592,149,0.0835883983603955,0.9784977436065674,0.9310924410820008,0.9307432174682616,0.9800137877464294
clintox_spectra_tanimoto_0.05_1,0.05,600,150,0.0847089895623071,0.9768097400665284,0.940397322177887,0.9399999976158142,0.9793539047241212
clintox_spectra_tanimoto_0.05_2,0.05,614,154,0.0832446291909917,0.9817907214164734,0.9402261972427368,0.9397394061088562,0.9833561778068542
clintox_spectra_tanimoto_0.10_0,0.1,333,84,0.0733159104315852,0.9742796421051024,0.9431137442588806,0.9429429173469543,0.976091742515564
clintox_spectra_tanimoto_0.10_1,0.1,328,83,0.0744159715056448,0.963409185409546,0.9424242377281188,0.9420731663703918,0.966896653175354
clintox_spectra_tanimoto_0.10_2,0.1,327,82,0.0714733657221135,0.9793384075164796,0.9635258316993712,0.963302731513977,0.981662392616272
clintox_spectra_tanimoto_0.15_0,0.15,221,56,0.0648591043996699,0.9617748260498048,0.9485458731651306,0.9479637742042542,0.9644231796264648
clintox_spectra_tanimoto_0.15_1,0.15,225,57,0.0670879879271849,0.9683746695518494,0.944567620754242,0.9444444179534912,0.968663215637207
clintox_spectra_tanimoto_0.15_2,0.15,228,57,0.0659944074331636,0.976048469543457,0.9475982785224916,0.9473684430122375,0.9793288707733154
clintox_spectra_tanimoto_0.20_0,0.2,171,43,0.0580038674455578,0.9595375657081604,0.936046540737152,0.9356725215911864,0.9616402983665466
clintox_spectra_tanimoto_0.20_1,0.2,159,40,0.0581197070766693,0.975194811820984,0.962499976158142,0.9622641801834106,0.9752370119094848
clintox_spectra_tanimoto_0.20_2,0.2,168,42,0.0598460424507329,0.9826009273529052,0.9644970297813416,0.9642857313156128,0.9826226234436036
clintox_spectra_tanimoto_0.25_0,0.25,124,31,0.056716409935251,0.9651964902877808,0.944000005722046,0.9435483813285828,0.9661725163459778
