,SPECTRA_parameter,train_size,test_size,cross_split_overlap,test/rmse,test/mae,test/r2
freesolv_spectra_tanimoto_0.80_2,0.8,10,3,0.0178086419753086,1.9367526769638064,1.552687644958496,0.2098491787910461
freesolv_spectra_tanimoto_0.85_0,0.85,9,3,0.0409919298808187,4.114465236663818,3.473384380340576,0.4879610538482666
freesolv_spectra_tanimoto_0.85_1,0.85,9,3,0.0081400081400081,2.3211100101470947,1.6386058330535889,0.672494649887085
freesolv_spectra_tanimoto_0.85_2,0.85,11,3,0.0083122895622895,2.367137908935547,1.9148781299591064,0.3936601281166076
freesolv_spectra_tanimoto_0.90_0,0.9,8,3,0.0088383838383838,3.3409783840179443,2.305082321166992,-0.0047165155410766
freesolv_spectra_tanimoto_0.90_1,0.9,9,3,0.0139433551198257,1.719418168067932,1.3693695068359375,0.4655667543411255
freesolv_spectra_tanimoto_0.90_2,0.9,9,3,0.0176366843033509,2.205228567123413,1.6656814813613892,0.1777796745300293
freesolv_spectra_tanimoto_0.95_0,0.95,7,2,0.0026455026455026,3.9957780838012695,3.2857720851898193,-0.1817497014999389
freesolv_spectra_tanimoto_0.95_1,0.95,8,3,0.0130208333333333,1.7952488660812378,1.490215539932251,0.3333845138549804
freesolv_spectra_tanimoto_0.95_2,0.95,9,3,0.0128824476650563,2.0199673175811768,1.3973137140274048,0.5001056790351868
freesolv_spectra_tanimoto_1.00_0,1.0,8,2,0.0,3.4302985668182373,2.6713147163391113,0.1590103507041931
freesolv_spectra_tanimoto_1.00_1,1.0,7,2,0.0,1.777812957763672,1.263898253440857,0.445660650730133
freesolv_spectra_tanimoto_1.00_2,1.0,7,2,0.0,1.9023195505142212,1.62464439868927,0.45176857709884644
