,train_size,test_size,cross_split_overlap
sider_random_0,1141,286,0.0981434490420603
sider_random_1,1141,286,0.0973368375761922
sider_random_2,1141,286,0.0963491925890011
sider_random_3,1141,286,0.0967958496447133
sider_random_4,1141,286,0.0976214199593894
sider_random_0,1141,286,0.0981434490420603
sider_random_1,1141,286,0.0973368375761922
sider_random_2,1141,286,0.0963491925890011
sider_random_3,1141,286,0.0967958496447133
sider_random_4,1141,286,0.09762141995938942
