,train_size,test_size,cross_split_overlap
delaney_random_0,884,222,0.0819394915847493
delaney_random_1,884,222,0.0821828700665354
delaney_random_2,884,222,0.0809873605289778
delaney_random_3,884,222,0.0822879914290182
delaney_random_4,884,222,0.08242443610588406
