index,train_size,val_size,test_size,cross_split_overlap
bace_scaffold_0,1064,151,298,0.1708857991879391
bace_scaffold_1,1061,151,301,0.16945931570245193
bace_scaffold_2,1068,152,293,0.1721522610967126
bace_scaffold_3,1064,152,297,0.17287456592137443
bace_scaffold_4,1064,152,297,0.17431591070734687
