index,train_size,val_size,test_size,cross_split_overlap
bbbp_scaffold_0,1376,196,393,0.10135527585726214
bbbp_scaffold_1,1376,196,393,0.11166253038790104
bbbp_scaffold_2,1376,196,393,0.11394994381014534
bbbp_scaffold_3,1379,196,390,0.11289350503468734
bbbp_scaffold_4,1376,196,393,0.10244622026870985
