index,train_size,val_size,test_size,cross_split_overlap
tox21_scaffold_0,5485,783,1555,0.08610303600284182
tox21_scaffold_1,5477,782,1564,0.08628023627744667
tox21_scaffold_2,5477,782,1564,0.08672237228781478
tox21_scaffold_3,5477,782,1564,0.08695866073322805
tox21_scaffold_4,5477,782,1564,0.08550769883802055
