,train_size,test_size,cross_split_overlap
lipo_random_0,3360,840,0.1300313084261783
lipo_random_1,3360,840,0.1300576501090591
lipo_random_2,3360,840,0.1294627376816096
lipo_random_3,3360,840,0.130713083011931
lipo_random_4,3360,840,0.12977723986141732
