train_loss,train_loss_step,val/roc,val_loss,train_loss_epoch,epoch,step,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/train_loop_config/batch_size,config/train_loop_config/init_lr_ratio,config/train_loop_config/ffn_hidden_dim,config/train_loop_config/warmup_epochs,config/train_loop_config/depth,config/train_loop_config/dropout,config/train_loop_config/message_hidden_dim,config/train_loop_config/max_lr,config/train_loop_config/ffn_num_layers,config/train_loop_config/final_lr_ratio,logdir
0.013971603475511074,0.002769036218523979,0.979973554611206,0.5820656418800354,0.013971603475511074,105,3816,1763472876,checkpoint_000105,True,False,106,7459904d,2025-11-18_13-34-36,5.849751710891724,576.8066713809967,865044,gpu011,10.100.20.11,576.8066713809967,106,32,0.011627283085174672,2300,38,4,0.1,2000,0.004146096370159047,2,0.49201634210439465,7459904d
0.005741855129599571,0.0015864231390878558,0.9716353416442871,0.9332386255264282,0.005741855129599571,199,1000,1763473128,checkpoint_000199,True,False,200,8dac6b4d,2025-11-18_13-38-48,2.7725746631622314,542.9919695854187,882149,gpu011,10.100.20.11,542.9919695854187,200,256,0.6402844912019816,1800,42,6,0.0,400,0.0006133113864228081,2,0.022480653045296686,8dac6b4d
0.0019188709557056427,0.00014172111696098,0.9613409042358398,1.9144363403320312,0.0019188709557056427,199,3600,1763473736,checkpoint_000199,True,False,200,95a9ba7d,2025-11-18_13-48-56,4.2323455810546875,830.943496465683,900040,gpu011,10.100.20.11,830.943496465683,200,64,0.1277605906233864,600,19,3,0.0,2300,0.00039956190086643976,1,0.12435847096952482,95a9ba7d
0.005253553856164217,0.002884943038225174,0.9697770476341248,0.857330858707428,0.005253553856164217,199,7200,1763473721,checkpoint_000199,True,False,200,14c96de5,2025-11-18_13-48-41,2.8676929473876953,569.136700630188,915775,gpu011,10.100.20.11,569.136700630188,200,32,0.05678693896039821,2200,37,5,0.4,500,0.002097525369866808,1,0.015646923793365165,14c96de5
0.0064154863357543945,0.0010057127801701427,0.9679186344146729,0.9505971670150757,0.0064154863357543945,199,3600,1763474213,checkpoint_000199,True,False,200,833d4e98,2025-11-18_13-56-53,2.1907355785369873,468.40549087524414,959826,gpu011,10.100.20.11,468.40549087524414,200,64,0.1720704297876481,500,96,4,0.0,600,0.0003753968318214543,1,0.27698392227486124,833d4e98
0.001103110029362142,0.00025198564981110394,0.9607785940170288,1.3422033786773682,0.001103110029362142,199,1000,1763474597,checkpoint_000199,True,False,200,e0d6b3be,2025-11-18_14-03-17,3.9648144245147705,833.9513130187988,960349,gpu011,10.100.20.11,833.9513130187988,200,256,0.37118128910202886,1400,10,4,0.0,2000,0.000443240141834771,2,0.03767812674208911,e0d6b3be
0.009531843475997448,0.010203815996646881,0.9828100800514221,0.4183421730995178,0.009531843475997448,199,7200,1763475038,checkpoint_000199,True,False,200,99b78613,2025-11-18_14-10-38,3.773894786834717,793.8659665584564,995687,gpu011,10.100.20.11,793.8659665584564,200,32,0.14290101860287793,2100,55,6,0.0,1000,0.008942243948162065,2,0.44832854436499076,99b78613
6.8634490162367e-06,1.0474382179381792e-05,0.9603873491287231,1.517749547958374,6.8634490162367e-06,199,7200,1763475412,checkpoint_000199,True,False,200,81a9b845,2025-11-18_14-16-52,3.9725606441497803,781.1367692947388,1016184,gpu011,10.100.20.11,781.1367692947388,200,32,0.037751703726812434,2100,11,3,0.0,1800,0.005170171187308108,1,0.06820138495896282,81a9b845
0.0015934825642034411,0.0002533797814976424,0.961292028427124,1.5387026071548462,0.0015934825642034411,199,1000,1763475481,checkpoint_000199,True,False,200,ac73a6ab,2025-11-18_14-18-01,2.3383946418762207,416.341596364975,1044528,gpu011,10.100.20.11,416.341596364975,200,256,0.8406081742227066,600,93,3,0.15000000000000002,500,0.005595669736458433,1,0.06607336324355786,ac73a6ab
0.00014372645819094032,2.798165223794058e-05,0.9570373296737671,1.4239932298660278,0.00014372645819094032,199,1800,1763476306,checkpoint_000199,True,False,200,842db0b1,2025-11-18_14-31-46,4.544981002807617,864.7230079174042,1073228,gpu011,10.100.20.11,864.7230079174042,200,128,0.03899161745429787,1500,58,5,0.2,2000,0.000889685203838667,1,0.48233077314690415,842db0b1
0.0009769323514774442,0.00046167196705937386,0.9703149199485779,1.1959019899368286,0.0009769323514774442,136,2466,1763476029,checkpoint_000136,True,False,137,82c5f316,2025-11-18_14-27-09,3.64631724357605,522.3847346305847,1077407,gpu011,10.100.20.11,522.3847346305847,137,64,0.02376605132997447,900,7,5,0.15000000000000002,1900,0.0021177681384471334,1,0.020617943933616777,82c5f316
0.05856722965836525,0.02359798736870289,0.9701437950134277,0.34974342584609985,0.05856722965836525,56,285,1763476334,checkpoint_000056,True,False,57,22505818,2025-11-18_14-32-14,4.697405099868774,280.93796372413635,1107964,gpu011,10.100.20.11,280.93796372413635,57,256,0.7551338232782624,1800,41,3,0.35000000000000003,2200,0.0002843031285297491,2,0.010229952030915476,22505818
0.12989787757396698,0.2075454294681549,0.9732003211975098,0.21031804382801056,0.12989787757396698,15,1152,1763476412,checkpoint_000015,True,False,16,424fdaa1,2025-11-18_14-33-32,4.65908145904541,85.39716029167175,1119465,gpu011,10.100.20.11,85.39716029167175,16,16,0.04525293981105903,2300,59,5,0.0,900,0.0006255037625662616,2,0.6563220156038582,424fdaa1
0.001342040952295065,0.0003478598955553025,0.965693473815918,1.1530601978302002,0.001342040952295065,199,3600,1763476989,checkpoint_000199,True,False,200,3866734f,2025-11-18_14-43-09,3.1444427967071533,630.6968350410461,1120440,gpu011,10.100.20.11,630.6968350410461,200,64,0.06518109753209103,1800,87,3,0.0,800,0.0004432156382339275,2,0.010506319435427817,3866734f
0.008882473222911358,0.0332515612244606,0.9766725301742554,0.5357732176780701,0.008882473222911358,158,2862,1763476856,checkpoint_000158,True,False,159,10352e7b,2025-11-18_14-40-57,2.7689013481140137,422.6065754890442,1125008,gpu011,10.100.20.11,422.6065754890442,159,64,0.15721355409273213,1300,84,3,0.0,800,0.00014844209921492194,2,0.11501378139544864,10352e7b
0.012828364968299866,0.029918817803263664,0.9779195785522461,0.4320014715194702,0.012828364968299866,75,684,1763477221,checkpoint_000075,True,False,76,bf198bca,2025-11-18_14-47-02,4.429738283157349,345.088764667511,1162533,gpu011,10.100.20.11,345.088764667511,76,128,0.17223313498593049,2200,19,6,0.2,2000,0.000719155282459956,1,0.8884460682405527,bf198bca
0.0016113045858219266,0.0009249851573258638,0.9698503017425537,1.331436038017273,0.0016113045858219266,199,1000,1763477543,checkpoint_000199,True,False,200,bc7c8f51,2025-11-18_14-52-24,2.527636766433716,524.0695250034332,1170336,gpu011,10.100.20.11,524.0695250034332,200,256,0.5420693592244334,1300,69,4,0.4,1100,0.003110335963210184,1,0.11680412247306278,bc7c8f51
0.011579535901546478,0.005240538157522678,0.9713908433914185,0.7220423817634583,0.011579535901546478,104,1890,1763477571,checkpoint_000104,True,False,105,ee528c45,2025-11-18_14-52-51,2.874002456665039,322.99354124069214,1183301,gpu011,10.100.20.11,322.99354124069214,105,64,0.06211564648914589,800,82,4,0.2,1300,0.0004182362644762536,2,0.2712352200101254,ee528c45
0.015651989728212357,0.01097659021615982,0.9680408239364624,0.7304856181144714,0.015651989728212357,199,3600,1763478023,checkpoint_000199,True,False,200,86f625cc,2025-11-18_15-00-23,2.5068747997283936,456.55573892593384,1206877,gpu011,10.100.20.11,456.55573892593384,200,64,0.012717146167328426,1500,23,3,0.0,400,0.00038889110562224623,1,0.05542035340736248,86f625cc
0.06707410514354706,0.04074675589799881,0.9654244780540466,0.3291645050048828,0.06707410514354706,199,1000,1763478385,checkpoint_000199,True,False,200,3b15235b,2025-11-18_15-06-25,3.909383773803711,788.8884162902832,1208369,gpu011,10.100.20.11,788.8884162902832,200,256,0.19140541939049863,1300,55,3,0.2,2100,0.00015027137020187677,1,0.02908870539848528,3b15235b
0.0017837454797700047,0.0001948220597114414,0.9690433740615845,1.1577664613723755,0.0017837454797700047,72,365,1763478422,checkpoint_000072,True,False,73,7f7a0ac4,2025-11-18_15-07-02,4.877721071243286,372.6455821990967,1243590,gpu011,10.100.20.11,372.6455821990967,73,256,0.08869012758676156,1300,20,4,0.0,2400,0.004783506135960282,2,0.01382806898194014,7f7a0ac4
5.851849709870294e-05,7.433084829244763e-05,0.9660847187042236,0.8932932615280151,5.851849709870294e-05,199,7200,1763479281,checkpoint_000199,True,False,200,bfc15e16,2025-11-18_15-21-21,4.349880218505859,861.9986047744751,1258357,gpu011,10.100.20.11,861.9986047744751,200,32,0.2617548652730619,1500,70,4,0.0,1800,0.005779197832376947,2,0.4166596782694961,bfc15e16
0.0034864014014601707,0.0004706199688371271,0.9624902009963989,0.9700347185134888,0.0034864014014601707,199,7200,1763479418,checkpoint_000199,True,False,200,c986cb34,2025-11-18_15-23-38,4.73766303062439,968.9220454692841,1259383,gpu011,10.100.20.11,968.9220454692841,200,32,0.22368777656527336,1400,26,6,0.1,2100,0.00010541749956363284,1,0.0798471603038746,c986cb34
0.001962903654202819,8.501275442540646e-05,0.969630241394043,1.1437654495239258,0.001962903654202819,199,1800,1763479852,checkpoint_000199,True,False,200,d0c4697d,2025-11-18_15-30-53,2.605102300643921,543.551922082901,1308607,gpu011,10.100.20.11,543.551922082901,200,128,0.06577839256489168,700,72,2,0.3,1400,0.0012855632895593316,2,0.517434547072615,d0c4697d
0.01985405758023262,0.015958840027451515,0.9702415466308594,0.5173079967498779,0.01985405758023262,199,7200,1763480097,checkpoint_000199,True,False,200,8a416428,2025-11-18_15-34-57,3.0380237102508545,648.0457060337067,1316921,gpu011,10.100.20.11,648.0457060337067,200,32,0.03134453565061461,2100,10,3,0.0,1300,0.00010007770422185585,1,0.02837069497479074,8a416428
0.004426970612257719,0.00155784806702286,0.9686766862869263,0.7860235571861267,0.004426970612257719,199,7200,1763480510,checkpoint_000199,True,False,200,8cfced21,2025-11-18_15-41-50,3.2150347232818604,629.2159287929535,1350349,gpu011,10.100.20.11,629.2159287929535,200,32,0.09024916952515598,1700,96,2,0.0,1200,0.0002259654736559139,1,0.017463948546098416,8cfced21
0.0008900879765860736,6.709156150463969e-05,0.9493104219436646,1.6658120155334473,0.0008900879765860736,125,2268,1763480543,checkpoint_000125,True,False,126,640c9729,2025-11-18_15-42-23,3.210956335067749,420.72559213638306,1369712,gpu011,10.100.20.11,420.72559213638306,126,64,0.04410104474956476,300,54,3,0.0,1700,0.0020197746041541232,1,0.07496238019763413,640c9729
0.0005064895958639681,3.112584090558812e-05,0.9636151194572449,1.5233062505722046,0.0005064895958639681,199,7200,1763481196,checkpoint_000199,True,False,200,949b9363,2025-11-18_15-53-16,3.168645143508911,658.1642286777496,1401391,gpu011,10.100.20.11,658.1642286777496,200,32,0.7335380673066348,800,90,4,0.05,1300,0.0003528397807167581,1,0.8400794720187718,949b9363
0.0033931441139429808,0.0005306979292072356,0.9649844169616699,1.157778024673462,0.0033931441139429808,140,5076,1763481227,checkpoint_000140,True,False,141,c04afe0d,2025-11-18_15-53-47,4.452544212341309,660.0026457309723,1402885,gpu011,10.100.20.11,660.0026457309723,141,32,0.6855682233668623,1900,46,5,0.4,2100,0.00025082879212669684,1,0.03188240628130629,c04afe0d
0.0006786354933865368,0.0010063485242426395,0.966206967830658,1.2981548309326172,0.0006786354933865368,199,1000,1763481812,checkpoint_000199,True,False,200,35f0906d,2025-11-18_16-03-33,3.1449062824249268,589.7030351161957,1447095,gpu011,10.100.20.11,589.7030351161957,200,256,0.028167486088635476,800,30,5,0.3,1200,0.0026182210694641467,1,0.10322535652797084,35f0906d
0.0015672146109864116,0.0015196563908830285,0.9640307426452637,1.06764554977417,0.0015672146109864116,162,815,1763481694,checkpoint_000162,True,False,163,02ba2cd7,2025-11-18_16-01-35,2.7036807537078857,444.7520971298218,1448339,gpu011,10.100.20.11,444.7520971298218,163,256,0.0209610716825527,1300,75,4,0.35000000000000003,1200,0.0018715786086655672,1,0.21881279384424715,02ba2cd7
0.12944933772087097,0.09408371150493622,0.9774550199508667,0.21422964334487915,0.12944933772087097,22,828,1763481843,checkpoint_000022,True,False,23,221724a5,2025-11-18_16-04-03,4.9080493450164795,129.4876410961151,1479079,gpu011,10.100.20.11,129.4876410961151,23,32,0.7445982569151343,2400,55,3,0.0,2100,0.00136411245413469,2,0.17552972578678436,221724a5
0.0012675276957452297,3.0073148082010448e-05,0.9698014259338379,0.9763979315757751,0.0012675276957452297,199,7200,1763482843,checkpoint_000199,True,False,200,2900c59c,2025-11-18_16-20-43,4.931300163269043,995.5811491012573,1485161,gpu011,10.100.20.11,995.5811491012573,200,32,0.1527307485609497,2000,58,5,0.35000000000000003,1800,0.0005947626855763684,2,0.11815621084151694,2900c59c
0.10913687944412231,0.12767179310321808,0.9726134538650513,0.2846699357032776,0.10913687944412231,24,450,1763481976,checkpoint_000024,True,False,25,095152be,2025-11-18_16-06-17,3.826503038406372,112.83852219581604,1486330,gpu011,10.100.20.11,112.83852219581604,25,64,0.1932113101590144,1100,45,6,0.0,1800,0.0013297753540217462,1,0.1522905311652806,095152be
0.0032132251653820276,3.704338087118231e-05,0.9654734134674072,1.0873759984970093,0.0032132251653820276,114,4140,1763482429,checkpoint_000114,True,False,115,7ae610ad,2025-11-18_16-13-49,3.388009548187256,423.9268295764923,1493246,gpu011,10.100.20.11,423.9268295764923,115,32,0.06605607672321322,1700,77,2,0.0,1500,0.00025641612499447146,2,0.0730967989115941,7ae610ad
0.004725761711597443,0.00026509465533308685,0.9588713645935059,1.667831540107727,0.004725761711597443,199,7200,1763483142,checkpoint_000199,True,False,200,5e7f0466,2025-11-18_16-25-43,3.5408897399902344,684.8333082199097,1520663,gpu011,10.100.20.11,684.8333082199097,200,32,0.041654197531872675,1100,18,4,0.25,1500,0.00012286302122987725,1,0.652744584297665,5e7f0466
0.0021427725441753864,0.00014474894851446152,0.9657179117202759,0.9181185364723206,0.0021427725441753864,80,1458,1763483174,checkpoint_000080,True,False,81,20d2dfbe,2025-11-18_16-26-14,3.586085557937622,304.4243266582489,1547359,gpu011,10.100.20.11,304.4243266582489,81,64,0.608943366433319,1000,62,4,0.15000000000000002,1600,0.0007560973956678509,2,0.0264042639584858,20d2dfbe
0.00023817633336875588,9.002001024782658e-05,0.9694346189498901,1.3477686643600464,0.00023817633336875588,199,1000,1763484233,checkpoint_000199,True,False,200,ca1fbc84,2025-11-18_16-43-53,5.179370403289795,1056.1686854362488,1567577,gpu011,10.100.20.11,1056.1686854362488,200,256,0.0254424784122926,1400,58,5,0.0,2400,0.00044746471230842796,2,0.10200922431591174,ca1fbc84
0.1429774910211563,0.09702068567276001,0.9676251411437988,0.2679257094860077,0.1429774910211563,29,150,1763483334,checkpoint_000029,True,False,30,b207a4a2,2025-11-18_16-28-55,4.0741753578186035,140.88983416557312,1568995,gpu011,10.100.20.11,140.88983416557312,30,256,0.012306996711338766,900,61,5,0.4,2100,0.006432556639945765,1,0.17396232482570778,b207a4a2
0.024371519684791565,0.011545442044734955,0.9605340361595154,0.5819743275642395,0.024371519684791565,199,1000,1763484257,checkpoint_000199,True,False,200,8823bd62,2025-11-18_16-44-17,4.126940727233887,886.4797222614288,1575101,gpu011,10.100.20.11,886.4797222614288,200,256,0.03120297785266212,1700,86,2,0.15000000000000002,2100,0.0001749721019087931,2,0.014773803572345931,8823bd62
0.5500767230987549,0.4818595349788666,0.8902581930160522,0.48872673511505127,0.5500767230987549,4,45,1763484286,checkpoint_000004,True,False,5,f4e31211,2025-11-18_16-44-46,3.5865912437438965,30.519522190093994,1609271,gpu011,10.100.20.11,30.519522190093994,5,128,0.012762550760513166,1300,93,3,0.0,1900,0.00030830623681664057,2,0.01122956502079876,f4e31211
0.38362443447113037,0.5048316717147827,0.8947573900222778,0.5015637278556824,0.38362443447113037,8,81,1763484314,checkpoint_000008,True,False,9,6263cdd4,2025-11-18_16-45-14,2.9789462089538574,40.74478030204773,1610014,gpu011,10.100.20.11,40.74478030204773,9,128,0.014344961501402383,1900,40,5,0.0,1400,0.00481176342405285,1,0.03215661638711868,6263cdd4
0.6275030970573425,0.6118389368057251,0.8894757032394409,0.610517144203186,0.6275030970573425,5,54,1763484339,checkpoint_000005,True,False,6,5f82b60e,2025-11-18_16-45-39,3.431701183319092,37.85369873046875,1610933,gpu011,10.100.20.11,37.85369873046875,6,128,0.010319641073669977,1300,86,3,0.0,1900,0.00011381583294454103,1,0.021920084786728584,5f82b60e
0.003379293717443943,0.004704816732555628,0.982174277305603,0.852902889251709,0.003379293717443943,199,3600,1763484954,checkpoint_000199,True,False,200,278dad27,2025-11-18_16-55-55,3.0039448738098145,617.5581035614014,1612247,gpu011,10.100.20.11,617.5581035614014,200,64,0.019050778553260053,1700,14,6,0.35000000000000003,500,0.0033445724506721056,2,0.033064373563520134,278dad27
0.0008165951003320515,0.00027542345924302936,0.9611697793006897,1.3304953575134277,0.0008165951003320515,199,1000,1763485100,checkpoint_000199,True,False,200,c1a94fbe,2025-11-18_16-58-20,3.6320648193359375,734.7181451320648,1613295,gpu011,10.100.20.11,734.7181451320648,200,256,0.04638783223350383,1500,58,4,0.05,1800,0.0010573376044838163,1,0.08376915722137084,c1a94fbe
0.09086433798074722,0.05203419178724289,0.964006245136261,0.2948656678199768,0.09086433798074722,199,1800,1763485440,checkpoint_000199,True,False,200,d88dadfe,2025-11-18_17-04-00,2.3461356163024902,457.7721600532532,1653138,gpu011,10.100.20.11,457.7721600532532,200,128,0.3228620953211295,1900,83,6,0.15000000000000002,600,0.0001064067843405875,1,0.043294677319195445,d88dadfe
0.02248082309961319,0.007894661277532578,0.9735426306724548,1.329316258430481,0.02248082309961319,199,7200,1763486000,checkpoint_000199,True,False,200,9b2cc7f6,2025-11-18_17-13-20,4.158611536026001,870.913932800293,1662329,gpu011,10.100.20.11,870.913932800293,200,32,0.06955614783386216,1200,16,5,0.2,1900,0.005257680697842348,2,0.14478575048472495,9b2cc7f6
0.20326194167137146,0.052857980132102966,0.8993299603462219,0.3456457257270813,0.20326194167137146,199,14400,1763486289,checkpoint_000199,True,False,200,74a6c69d,2025-11-18_17-18-09,3.748729705810547,817.7893710136414,1687618,gpu011,10.100.20.11,817.7893710136414,200,16,0.03114868898264961,1200,86,4,0.2,1400,0.006135938496120416,2,0.03284708391112032,74a6c69d
0.0016207493608817458,0.0006563954520970583,0.9745941162109375,0.5779228210449219,0.0016207493608817458,199,14400,1763486924,checkpoint_000199,True,False,200,090e814e,2025-11-18_17-28-45,4.6701979637146,895.7767083644867,1722698,gpu011,10.100.20.11,895.7767083644867,200,16,0.5119375009287981,1400,79,6,0.0,1600,0.004011120384804886,1,0.37712409393715385,090e814e
0.00655245129019022,0.009167845360934734,0.973151445388794,1.1318321228027344,0.00655245129019022,199,3600,1763486905,checkpoint_000199,True,False,200,7755a7c0,2025-11-18_17-28-25,3.056230306625366,589.7924451828003,1740908,gpu011,10.100.20.11,589.7924451828003,200,64,0.04949154653017048,1800,33,4,0.35000000000000003,500,0.006049485537108195,2,0.01790233746512545,7755a7c0
0.022658921778202057,0.011334773153066635,0.9686033725738525,0.6006548404693604,0.022658921778202057,199,7200,1763487440,checkpoint_000199,True,False,200,1261cdf2,2025-11-18_17-37-20,2.306037425994873,508.4291727542877,1785236,gpu011,10.100.20.11,508.4291727542877,200,32,0.0165178785616197,400,75,2,0.05,600,0.0001882727085530916,1,0.7082915142620524,1261cdf2
0.010402491316199303,0.00010868583194678649,0.9594092965126038,1.0808594226837158,0.010402491316199303,167,12096,1763487478,checkpoint_000167,True,False,168,d519363c,2025-11-18_17-37-58,3.2807905673980713,531.9598009586334,1785883,gpu011,10.100.20.11,531.9598009586334,168,16,0.01863488288846343,1300,65,3,0.3,800,0.00022912132616922492,1,0.06268110483684347,d519363c
0.2774784564971924,0.39947280287742615,0.9102602005004883,0.33538269996643066,0.2774784564971924,3,288,1763487501,checkpoint_000003,True,False,4,b5abfb3f,2025-11-18_17-38-21,5.574722766876221,37.335593700408936,1834574,gpu011,10.100.20.11,37.335593700408936,4,16,0.013709402694797413,1700,35,6,0.0,2300,0.002001709133228716,1,0.6825826346577292,b5abfb3f
0.0001576180220581591,0.00013576718629337847,0.9707306623458862,0.9228849411010742,0.0001576180220581591,199,1800,1763488132,checkpoint_000199,True,False,200,35fb6148,2025-11-18_17-48-52,3.2423031330108643,630.6096227169037,1836344,gpu011,10.100.20.11,630.6096227169037,200,128,0.08020700823216355,1200,62,6,0.05,1400,0.0015021663270642295,1,0.07792828495251047,35fb6148
5.903033525100909e-06,2.153509058189229e-06,0.9669405221939087,1.0237990617752075,5.903033525100909e-06,199,1800,1763488356,checkpoint_000199,True,False,200,6f3c8d31,2025-11-18_17-52-36,3.861936569213867,817.8897111415863,1837298,gpu011,10.100.20.11,817.8897111415863,200,128,0.019507863683972303,1700,70,4,0.0,1900,0.005282500236906916,2,0.011272606277111047,6f3c8d31
0.017399610951542854,0.010738502256572247,0.946987509727478,1.1797418594360352,0.017399610951542854,199,1000,1763488947,checkpoint_000199,True,False,200,9927dc83,2025-11-18_18-02-28,3.8540093898773193,786.4958114624023,1873443,gpu011,10.100.20.11,786.4958114624023,200,256,0.09495457197457388,500,78,4,0.0,2200,0.0038686040131522027,1,0.7569983525234623,9927dc83
2.3523725758423097e-06,3.724707994479104e-06,0.9597026109695435,1.9574822187423706,2.3523725758423097e-06,199,7200,1763489116,checkpoint_000199,True,False,200,4c4ef31f,2025-11-18_18-05-16,3.430532217025757,728.4894826412201,1884030,gpu011,10.100.20.11,728.4894826412201,200,32,0.2821927669734689,2100,36,3,0.0,1000,0.001860791133393327,2,0.03597029145068741,4c4ef31f
