,train_size,test_size,cross_split_overlap
sider_random_0,1141,286,0.0981434490420603
sider_random_1,1141,286,0.0973368375761923
sider_random_2,1141,286,0.096349192589001
sider_random_3,1141,286,0.0967958496447133
sider_random_4,1141,286,0.09762141995938942
