,train_size,test_size,cross_split_overlap
clintox_umap_0,1179,261,0.1031019776995517
clintox_umap_1,1124,316,0.0812622536165232
clintox_umap_2,1131,309,0.0820285682141783
clintox_umap_3,1145,295,0.0804412107413329
clintox_umap_4,1167,273,0.07804992186080546
