,test/rmse,test/mae,test/r2
lipo_random_0,0.6906487941741943,0.5366712212562561,0.6699337959289551
lipo_random_1,0.7232679724693298,0.5555191040039062,0.6332525014877319
lipo_random_2,0.6689019799232483,0.5185162425041199,0.6933400630950928
lipo_random_3,0.6733824610710144,0.525883138179779,0.6862188577651978
lipo_random_4,0.6741017699241638,0.5208512544631958,0.6840488910675049
