,test/roc,test/f1,test/accuracy,test/prc
bace_random_0,0.8669520020484924,0.7877237796783447,0.7942149043083191,0.8242531418800354
bace_random_1,0.8688218593597412,0.7874564528465271,0.7983471155166626,0.8177323341369629
bace_random_2,0.8671073913574219,0.7352085113525391,0.7743801474571228,0.8194373846054077
bace_random_3,0.8718146085739136,0.6814345717430115,0.7504132390022278,0.8292034864425659
bace_random_4,0.8736782073974609,0.776663601398468,0.797520637512207,0.8179796934127808
