,test/roc,test/f1,test/accuracy,test/prc
sider_random_0,0.8284735083580017,0.8070221543312073,0.762002170085907,0.8481953144073486
sider_random_1,0.8298287391662598,0.8088530898094177,0.7625539898872375,0.8492439985275269
sider_random_2,0.8350427150726318,0.8103889226913452,0.7665790319442749,0.8548796772956848
sider_random_3,0.8294696807861328,0.8080994486808777,0.7634304165840149,0.8487864136695862
sider_random_4,0.8325753808021545,0.804966926574707,0.7654753923416138,0.8510324954986572
