,test/rmse,test/mae,test/r2
delaney_random_0,0.9713144898414612,0.7449407577514648,0.7833303809165955
delaney_random_1,1.0047602653503418,0.7712695002555847,0.7708632946014404
delaney_random_2,1.0146918296813965,0.7719130516052246,0.7677163481712341
delaney_random_3,0.9296275973320008,0.7013510465621948,0.8039668202400208
delaney_random_4,0.9607232213020325,0.7263776063919067,0.7839322686195374
