,test/rmse,test/mae,test/r2
freesolv_random_0,1.745482087135315,1.380664587020874,0.8031408786773682
freesolv_random_1,1.8199102878570557,1.4489611387252808,0.7563687562942505
freesolv_random_2,1.8235362768173216,1.4595351219177246,0.7751011848449707
freesolv_random_3,1.8042495250701904,1.4158185720443726,0.7828969359397888
freesolv_random_4,1.766483187675476,1.400553584098816,0.780752420425415
