,test/roc,test/f1,test/accuracy,test/prc
clintox_random_0,0.9686291217803956,0.9206896424293518,0.920415222644806,0.9682440757751464
clintox_random_1,0.9856188893318176,0.956970751285553,0.9567474126815796,0.9849955439567566
clintox_random_2,0.9921807646751404,0.960413098335266,0.9602076411247252,0.992703914642334
clintox_random_3,0.9806218147277832,0.9399656653404236,0.9394463896751404,0.9824652671813964
clintox_random_4,0.9820418357849121,0.94017094373703,0.9394463896751404,0.9844239950180054
