,test/rmse,test/mae,test/r2
delaney_random_0,0.9325483441352844,0.7007729411125183,0.8066363334655762
delaney_random_1,1.1112730503082275,0.853053629398346,0.7119978070259094
delaney_random_2,1.052253484725952,0.8294978737831116,0.7353533506393433
delaney_random_3,1.0695271492004397,0.8303419351577759,0.7306652665138245
delaney_random_4,1.132819414138794,0.8879977464675903,0.7320204973220825
