,test/rmse,test/mae,test/r2
freesolv_random_0,1.9566885232925415,1.455590009689331,0.6840180158615112
freesolv_random_1,1.8134344816207888,1.3892581462860107,0.8269250392913818
freesolv_random_2,1.8445072174072263,1.4443987607955933,0.7721956372261047
freesolv_random_3,2.01275897026062,1.522720217704773,0.7124849557876587
freesolv_random_4,1.8900128602981567,1.5412206649780273,0.787177562713623
