,test/roc,test/f1,test/accuracy,test/prc
bbbp_random_3,0.9045313596725464,0.92580646276474,0.8829516768455505,0.9649806618690492
bbbp_random_4,0.9046980142593384,0.9185667634010316,0.8727735280990601,0.9576594829559326
bbbp_random_0,0.9041507840156556,0.9163987040519714,0.8676844835281372,0.9520279169082642
bbbp_random_1,0.9010531902313232,0.9261083602905272,0.885496199131012,0.9563571810722352
bbbp_random_2,0.92905193567276,0.9367088675498962,0.8982188105583191,0.97967928647995
