,test/rmse,test/mae,test/r2
freesolv_scaffold_0,1.7090051174163818,1.341890573501587,0.7286326885223389
freesolv_scaffold_1,1.5726197957992554,1.230290770530701,0.7700523734092712
freesolv_scaffold_2,1.6431927680969238,1.293653130531311,0.7490636110305786
freesolv_scaffold_3,1.7099320888519287,1.3497047424316406,0.7279739379882812
freesolv_scaffold_4,1.643109679222107,1.2870274782180786,0.7491588592529297
