,test/roc,test/f1,test/accuracy,test/prc
bace_scaffold_0,0.8883368968963623,0.795880138874054,0.8198347091674805,0.8323243260383606
bace_scaffold_1,0.8901697397232056,0.7706237435340881,0.8115702271461487,0.8353617191314697
bace_scaffold_2,0.8838080763816833,0.7806763052940369,0.8123967051506042,0.8209902048110962
bace_scaffold_3,0.8938352465629578,0.7867867946624756,0.823966920375824,0.8381071090698242
bace_scaffold_4,0.8819305896759033,0.7586206793785095,0.8033058047294617,0.8201204538345337
