,test/rmse,test/mae,test/r2
delaney_scaffold_0,0.8649448752403259,0.6563425064086914,0.8238080143928528
delaney_scaffold_1,0.8772198557853699,0.6717467904090881,0.8187715411186218
delaney_scaffold_2,0.878859281539917,0.6782575845718384,0.8180935978889465
delaney_scaffold_3,0.8965839147567749,0.6787034273147583,0.8106822967529297
delaney_scaffold_4,0.8559497594833374,0.6505196690559387,0.82745361328125
