index,train_size,val_size,test_size,cross_split_overlap
tox21_umap_0,5448,778,1597,0.09920356533193915
tox21_umap_1,5396,770,1657,0.09407938404203446
tox21_umap_2,5445,777,1601,0.08564592614787357
tox21_umap_3,5503,786,1534,0.057566494941291825
tox21_umap_4,5528,789,1506,0.05946527871395881
