index,train_size,val_size,test_size,cross_split_overlap
sider_umap_0,984,140,303,0.09606313613780472
sider_umap_1,1011,144,272,0.09493619463717361
sider_umap_2,1022,145,260,0.10352140342898535
sider_umap_3,985,140,302,0.0966810093725064
sider_umap_4,992,141,294,0.08401736810813178
