index,train_size,val_size,test_size,cross_split_overlap
delaney_umap_0,775,110,221,0.07721551600199968
delaney_umap_1,770,109,227,0.05274039756156499
delaney_umap_2,775,110,221,0.07825429349369308
delaney_umap_3,775,110,221,0.057250312487156105
delaney_umap_4,746,106,254,0.07261808119214294
