index,train_size,val_size,test_size,cross_split_overlap
clintox_umap_0,1031,147,262,0.10402573421789942
clintox_umap_1,985,140,315,0.08505764267827995
clintox_umap_2,991,140,309,0.08603275937138082
clintox_umap_3,1002,143,295,0.08461492735800905
clintox_umap_4,1021,146,273,0.08211779028260449
