index,train_size,val_size,test_size,cross_split_overlap
bace_umap_0,1074,153,286,0.1410193341041258
bace_umap_1,1056,150,307,0.15854543561464282
bace_umap_2,1050,150,313,0.16097537123888866
bace_umap_3,929,132,452,0.15161360267061574
bace_umap_4,946,135,432,0.1483226274351616
