,train_size,test_size,cross_split_overlap
tox21_random_0,6258,1565,0.0872193338734082
tox21_random_1,6258,1565,0.0875296336400172
tox21_random_2,6258,1565,0.0877024790509025
tox21_random_3,6258,1565,0.0874186649224093
tox21_random_4,6258,1565,0.08699705589957754
